game.awayTeamAbbreviation,game.homeTeamAbbreviation,game.id,game.startTime,stats.defense.blk,stats.defense.blkAgainst,stats.defense.ptsAgainst,stats.defense.stl,stats.defense.tov,stats.fieldGoals.fg2PtAtt,stats.fieldGoals.fg2PtMade,stats.fieldGoals.fg2PtPct,stats.fieldGoals.fg3PtAtt,stats.fieldGoals.fg3PtMade,stats.fieldGoals.fg3PtPct,stats.fieldGoals.fgAtt,stats.fieldGoals.fgMade,stats.fieldGoals.fgPct,stats.freeThrows.ftAtt,stats.freeThrows.ftMade,stats.freeThrows.ftPct,stats.miscellaneous.ejections,stats.miscellaneous.foulFlag1,stats.miscellaneous.foulFlag1Drawn,stats.miscellaneous.foulFlag2,stats.miscellaneous.foulFlag2Drawn,stats.miscellaneous.foulPers,stats.miscellaneous.foulPersDrawn,stats.miscellaneous.foulTech,stats.miscellaneous.foulTechDrawn,stats.miscellaneous.fouls,stats.miscellaneous.foulsDrawn,stats.miscellaneous.plusMinus,stats.offense.ast,stats.offense.pts,stats.rebounds.defReb,stats.rebounds.offReb,stats.rebounds.reb,stats.standings.gamesBack,stats.standings.losses,stats.standings.winPct,stats.standings.wins,team.abbreviation,team.id
NYK,LAL,42753,2018-01-21T20:30:00.000Z,5,3,127,3,17,56,32,57.1,25,12,48.0,81,44,54.3,10,7,70.0,0,0,0,0,0,21,17,21,0,22,17,-20,32,107,29,11,40,0,1,0,0,NYK,83
NYK,GSW,42768,2018-01-24T03:30:00.000Z,0,3,123,4,13,61,34,55.7,22,9,40.9,83,43,51.8,19,17,89.5,0,0,0,0,0,20,16,20,0,21,16,-11,28,112,32,9,41,0,1,0,0,NYK,83
NYK,DEN,42781,2018-01-26T02:00:00.000Z,5,2,130,9,10,61,37,60.7,21,8,38.1,82,45,54.9,24,20,83.3,0,0,0,0,0,20,20,20,0,20,20,-12,32,118,32,7,39,0,1,0,0,NYK,83
NYK,PHX,42792,2018-01-27T02:00:00.000Z,10,3,85,7,16,60,32,53.3,25,9,36.0,85,41,48.2,22,16,72.7,0,0,0,0,0,20,24,20,1,21,24,22,25,107,43,17,60,0,0,1,1,NYK,83
BRO,NYK,42814,2018-01-31T00:30:00.000Z,5,3,95,6,11,63,26,41.3,26,13,50.0,89,39,43.8,25,20,80.0,0,0,0,0,0,13,21,13,0,13,21,16,22,111,36,16,52,0,0,1,1,NYK,83
NYK,BOS,42827,2018-02-01T01:00:00.000Z,4,3,103,4,14,70,25,35.7,17,3,17.6,87,28,32.2,21,14,66.7,0,0,0,0,0,17,22,17,0,17,22,-30,16,73,36,16,53,0,1,0,0,NYK,83
NYK,MIL,42839,2018-02-03T01:00:00.000Z,4,8,92,7,19,64,31,48.4,25,5,20.0,89,36,40.4,17,13,76.5,0,0,0,0,0,21,21,21,0,24,21,-2,24,90,40,24,64,0,1,0,0,NYK,83
ATL,NYK,42856,2018-02-04T17:00:00.000Z,8,3,99,10,15,71,36,50.7,23,5,21.7,94,41,43.6,15,9,60.0,0,0,0,0,0,16,12,16,0,16,12,-3,16,96,36,25,61,0,1,0,0,NYK,83
MIL,NYK,42869,2018-02-07T00:30:00.000Z,6,6,103,5,17,66,32,48.5,23,5,21.7,89,37,41.6,15,10,66.7,0,0,0,0,0,19,17,19,0,20,17,-14,20,89,38,21,59,0,1,0,0,NYK,83
NYK,TOR,42881,2018-02-09T00:30:00.000Z,8,5,113,4,15,56,26,46.4,27,7,25.9,83,33,39.8,18,15,83.3,0,0,0,0,0,15,17,15,1,16,17,-25,19,88,41,10,51,0,1,0,0,NYK,83
